Left Hand Side,Right Hand Side,Support,Confidence,Lift
curd,whole milk,0.003863751906456533,0.37623762376237624,6.727812781278128
domestic eggs,whole milk,0.004473817996949669,0.2009132420091324,4.116628614916286
domestic eggs,whole milk,0.0034570411794611084,0.3469387755102041,4.642371234207969
domestic eggs,whole milk,0.003253685815963396,0.22695035460992907,3.036811887875718
frozen vegetables,whole milk,0.003863751906456533,0.21714285714285714,4.449166666666667
frozen vegetables,whole milk,0.0035587188612099642,0.28688524590163933,3.83879781420765
fruit/vegetable juice,whole milk,0.003965429588205389,0.3305084745762712,4.4225181598062955
fruit/vegetable juice,whole milk,0.003253685815963396,0.23703703703703702,3.171781305114638
other vegetables,whole milk,0.005083884087442806,0.24154589371980675,4.319279754062363
margarine,whole milk,0.00315200813421454,0.28440366972477066,3.805591961555265
root vegetables,whole milk,0.003050330452465684,0.26548672566371684,3.5524652338811635
onions,whole milk,0.003253685815963396,0.22857142857142856,4.683333333333334
pastry,whole milk,0.003050330452465684,0.2777777777777778,3.716931216931217
pastry,whole milk,0.004067107269954245,0.22988505747126436,3.07608100711549
root vegetables,other vegetables,0.003355363497712252,0.21568627450980393,6.026348039215687
other vegetables,whole milk,0.005490594814438231,0.21011673151750973,4.305204280155642
tropical fruit,whole milk,0.004778851042196238,0.23383084577114427,3.1288794124615023
other vegetables,tropical fruit,0.0035587188612099642,0.4375,4.173435984481086
pip fruit,whole milk,0.0036603965429588205,0.39560439560439564,5.2935635792778655
pip fruit,whole milk,0.005083884087442806,0.2824858757062147,3.779930051116492
pork,whole milk,0.003253685815963396,0.2882882882882883,3.8575718575718576
pork,whole milk,0.0037620742247076767,0.27611940298507465,3.694740582800285
rolls/buns,root vegetables,0.0034570411794611084,0.4415584415584416,4.054834054834055
rolls/buns,whole milk,0.006100660904931368,0.2510460251046025,3.359234907352062
rolls/buns,root vegetables,0.004067107269954245,0.35398230088495575,3.250621782636358
rolls/buns,None,0.0036603965429588205,0.4675324675324675,3.353888999403223
rolls/buns,whole milk,0.0036603965429588205,0.25,3.3452380952380953
root vegetables,whole milk,0.003355363497712252,0.22448979591836735,3.0038872691933918
root vegetables,whole milk,0.004473817996949669,0.24043715846994534,3.2172781680978404
tropical fruit,other vegetables,0.003253685815963396,0.2352941176470588,4.976597090449082
root vegetables,whole milk,0.006914082358922217,0.3285024154589372,4.3956751782838746
root vegetables,other vegetables,0.004880528723945094,0.23188405797101452,5.3534734979927885
root vegetables,whole milk,0.005083884087442806,0.29761904761904756,3.982426303854875
other vegetables,None,0.003355363497712252,0.25984251968503935,3.630044291338583
root vegetables,whole milk,0.007727503812913066,0.2992125984251969,4.003749531308587
tropical fruit,whole milk,0.004372140315200813,0.3161764705882353,4.230742296918768
tropical fruit,other vegetables,0.0034570411794611084,0.25,5.771713615023475
other vegetables,whole milk,0.0075241484494153535,0.20963172804532576,3.7485964460468706
whipped/sour cream,whole milk,0.005490594814438231,0.2647058823529412,3.5420168067226894
pastry,whole milk,0.003050330452465684,0.23076923076923075,4.126573426573427
root vegetables,whole milk,0.00315200813421454,0.20261437908496732,4.801716670603985
root vegetables,whole milk,0.0035587188612099642,0.22875816993464052,4.090612002376708
pip fruit,whole milk,0.0037620742247076767,0.2090395480225989,4.953985433258458
rolls/buns,root vegetables,0.0036603965429588205,0.3333333333333333,3.061002178649237
rolls/buns,None,0.004778851042196238,0.4351851851851851,3.1218426668827832
root vegetables,whole milk,0.00315200813421454,0.2108843537414966,3.770995670995671
root vegetables,whole milk,0.005592272496187087,0.26570048309178745,4.751207729468599
root vegetables,whole milk,0.0035587188612099642,0.20833333333333331,3.7253787878787876
tropical fruit,whole milk,0.003050330452465684,0.21897810218978103,3.9157266091572662
tropical fruit,whole milk,0.004270462633451958,0.3088235294117647,5.522326203208556
citrus fruit,whole milk,0.00315200813421454,0.303921568627451,7.185261123680243
other vegetables,whole milk,0.0035587188612099642,0.2892561983471074,5.163039402438841
citrus fruit,whole milk,0.003050330452465684,0.29411764705882354,6.970233876683204
other vegetables,whole milk,0.0034570411794611084,0.2809917355371901,5.024643125469572
